Year,m,d,Time,Time zone,Cloud amount (1/8),Horizontal visibility (m)
2018,5,13,09:00,UTC,7,30670
2018,5,13,10:00,UTC,7,36420
2018,5,13,11:00,UTC,7,30510
2018,5,13,12:00,UTC,3,37110
2018,5,13,13:00,UTC,1,30250
2018,5,13,14:00,UTC,0,35840
2018,5,13,15:00,UTC,1,50000
2018,5,13,16:00,UTC,7,49040
2018,5,13,17:00,UTC,5,50000
2018,5,13,18:00,UTC,5,50000
2018,5,13,19:00,UTC,7,50000
2018,5,13,20:00,UTC,7,50000
2018,5,13,21:00,UTC,5,50000
2018,5,13,22:00,UTC,7,50000
2018,5,13,23:00,UTC,1,19070
2018,5,14,00:00,UTC,1,21910
2018,5,14,01:00,UTC,7,28630
2018,5,14,02:00,UTC,1,30230
2018,5,14,03:00,UTC,7,39580
2018,5,14,04:00,UTC,5,47930
2018,5,14,05:00,UTC,1,45430
2018,5,14,06:00,UTC,1,36050
2018,5,14,07:00,UTC,7,45040
2018,5,14,08:00,UTC,1,39160
2018,5,14,09:00,UTC,7,50000
2018,5,14,10:00,UTC,5,37950
2018,5,14,11:00,UTC,7,42050
2018,5,14,12:00,UTC,3,35350
2018,5,14,13:00,UTC,7,40640
2018,5,14,14:00,UTC,0,36290
2018,5,14,15:00,UTC,0,45630
2018,5,14,16:00,UTC,0,50000
2018,5,14,17:00,UTC,0,50000
2018,5,14,18:00,UTC,0,50000
2018,5,14,19:00,UTC,0,50000
2018,5,14,20:00,UTC,0,46090
2018,5,14,21:00,UTC,0,49480
2018,5,14,22:00,UTC,0,28440
2018,5,14,23:00,UTC,0,15900
2018,5,15,00:00,UTC,0,14960
2018,5,15,01:00,UTC,0,11840
2018,5,15,02:00,UTC,0,9810
2018,5,15,03:00,UTC,0,15370
2018,5,15,04:00,UTC,0,43680
2018,5,15,05:00,UTC,0,49790
2018,5,15,06:00,UTC,0,46320
2018,5,15,07:00,UTC,0,40190
2018,5,15,08:00,UTC,0,37580
2018,5,15,09:00,UTC,0,38370
2018,5,15,10:00,UTC,0,31470
2018,5,15,11:00,UTC,0,32670
2018,5,15,12:00,UTC,1,36760
2018,5,15,13:00,UTC,7,44370
2018,5,15,14:00,UTC,5,35280
2018,5,15,15:00,UTC,7,47040
2018,5,15,16:00,UTC,5,48210
2018,5,15,17:00,UTC,7,47480
2018,5,15,18:00,UTC,3,50000
2018,5,15,19:00,UTC,3,50000
2018,5,15,20:00,UTC,1,50000
2018,5,15,21:00,UTC,1,40280
2018,5,15,22:00,UTC,7,45320
2018,5,15,23:00,UTC,7,37620
2018,5,16,00:00,UTC,1,25570
2018,5,16,01:00,UTC,3,19200
2018,5,16,02:00,UTC,1,15740
2018,5,16,03:00,UTC,1,20060
2018,5,16,04:00,UTC,0,41860
2018,5,16,05:00,UTC,0,38880
2018,5,16,06:00,UTC,0,48900
2018,5,16,07:00,UTC,0,39010
2018,5,16,08:00,UTC,0,45220
2018,5,16,09:00,UTC,1,34310
2018,5,16,10:00,UTC,0,35110
2018,5,16,11:00,UTC,1,48880
2018,5,16,12:00,UTC,1,45020
2018,5,16,13:00,UTC,1,41570
2018,5,16,14:00,UTC,1,47890
2018,5,16,15:00,UTC,7,50000
2018,5,16,16:00,UTC,7,2680
2018,5,16,17:00,UTC,7,31980
2018,5,16,18:00,UTC,3,5170
2018,5,16,19:00,UTC,7,13210
2018,5,16,20:00,UTC,7,8670
2018,5,16,21:00,UTC,7,2710
2018,5,16,22:00,UTC,7,16330
2018,5,16,23:00,UTC,3,490
2018,5,17,00:00,UTC,3,710
2018,5,17,01:00,UTC,3,320
2018,5,17,02:00,UTC,7,8380
2018,5,17,03:00,UTC,7,4860
2018,5,17,04:00,UTC,7,23050
2018,5,17,05:00,UTC,7,17280
2018,5,17,06:00,UTC,7,31010
2018,5,17,07:00,UTC,7,26350
2018,5,17,08:00,UTC,7,41500
2018,5,17,09:00,UTC,7,30550
2018,5,17,10:00,UTC,7,44940
2018,5,17,11:00,UTC,7,45950
2018,5,17,12:00,UTC,8,14880
2018,5,17,13:00,UTC,8,19760
2018,5,17,14:00,UTC,8,25800
2018,5,17,15:00,UTC,8,45550
2018,5,17,16:00,UTC,8,15770
2018,5,17,17:00,UTC,8,11730
2018,5,17,18:00,UTC,8,12030
2018,5,17,19:00,UTC,8,18500
2018,5,17,20:00,UTC,8,17800
2018,5,17,21:00,UTC,8,15810
2018,5,17,22:00,UTC,8,15440
2018,5,17,23:00,UTC,8,10310
2018,5,18,00:00,UTC,8,13120
2018,5,18,01:00,UTC,8,21820
2018,5,18,02:00,UTC,8,20300
2018,5,18,03:00,UTC,8,16060
2018,5,18,04:00,UTC,7,18830
2018,5,18,05:00,UTC,8,28230
2018,5,18,06:00,UTC,7,29780
2018,5,18,07:00,UTC,3,40030
2018,5,18,08:00,UTC,3,43680
2018,5,18,09:00,UTC,3,38370
2018,5,18,10:00,UTC,3,46670
2018,5,18,11:00,UTC,1,47150
2018,5,18,12:00,UTC,3,45280
2018,5,18,13:00,UTC,3,50000
2018,5,18,14:00,UTC,7,48180
2018,5,18,15:00,UTC,5,50000
2018,5,18,16:00,UTC,7,50000
2018,5,18,17:00,UTC,7,46350
2018,5,18,18:00,UTC,3,48420
2018,5,18,19:00,UTC,0,43240
2018,5,18,20:00,UTC,1,38750
2018,5,18,21:00,UTC,7,34050
2018,5,18,22:00,UTC,0,37370
2018,5,18,23:00,UTC,1,38600
2018,5,19,00:00,UTC,0,31520
2018,5,19,01:00,UTC,0,29120
2018,5,19,02:00,UTC,0,34540
2018,5,19,03:00,UTC,0,50000
2018,5,19,04:00,UTC,0,50000
2018,5,19,05:00,UTC,0,50000
2018,5,19,06:00,UTC,0,50000
2018,5,19,07:00,UTC,0,47110
2018,5,19,08:00,UTC,3,50000
2018,5,19,09:00,UTC,3,48420
2018,5,19,10:00,UTC,7,45350
2018,5,19,11:00,UTC,5,44140
2018,5,19,12:00,UTC,5,50000
2018,5,19,13:00,UTC,3,50000
2018,5,19,14:00,UTC,7,50000
2018,5,19,15:00,UTC,7,50000
2018,5,19,16:00,UTC,3,50000
2018,5,19,17:00,UTC,5,50000
2018,5,19,18:00,UTC,5,50000
2018,5,19,19:00,UTC,7,50000
2018,5,19,20:00,UTC,7,50000
2018,5,19,21:00,UTC,7,50000
2018,5,19,22:00,UTC,7,50000
2018,5,19,23:00,UTC,0,50000
2018,5,20,00:00,UTC,0,40550
2018,5,20,01:00,UTC,0,28450
2018,5,20,02:00,UTC,0,28400
2018,5,20,03:00,UTC,1,28630
2018,5,20,04:00,UTC,0,29930
2018,5,20,05:00,UTC,0,31480
2018,5,20,06:00,UTC,1,48200
2018,5,20,07:00,UTC,0,45770
2018,5,20,08:00,UTC,0,43290
2018,5,20,09:00,UTC,0,39150
2018,5,20,10:00,UTC,3,44940
2018,5,20,11:00,UTC,7,48190
2018,5,20,12:00,UTC,7,50000
2018,5,20,13:00,UTC,7,46850
2018,5,20,14:00,UTC,5,46800
2018,5,20,15:00,UTC,7,47180
2018,5,20,16:00,UTC,7,49970
2018,5,20,17:00,UTC,8,50000
2018,5,20,18:00,UTC,7,50000
2018,5,20,19:00,UTC,8,50000
2018,5,20,20:00,UTC,5,50000
2018,5,20,21:00,UTC,7,50000
2018,5,20,22:00,UTC,3,50000
2018,5,20,23:00,UTC,1,50000
2018,5,21,00:00,UTC,7,50000
2018,5,21,01:00,UTC,7,50000
2018,5,21,02:00,UTC,5,50000
2018,5,21,03:00,UTC,7,50000
2018,5,21,04:00,UTC,7,50000
2018,5,21,05:00,UTC,7,46100
2018,5,21,06:00,UTC,7,50000
2018,5,21,07:00,UTC,5,50000
2018,5,21,08:00,UTC,7,50000
2018,5,21,09:00,UTC,7,50000
2018,5,21,10:00,UTC,7,45980
2018,5,21,11:00,UTC,7,50000
2018,5,21,12:00,UTC,3,50000
2018,5,21,13:00,UTC,3,50000
2018,5,21,14:00,UTC,7,50000
2018,5,21,15:00,UTC,7,50000
2018,5,21,16:00,UTC,7,50000
2018,5,21,17:00,UTC,7,50000
2018,5,21,18:00,UTC,7,50000
2018,5,21,19:00,UTC,7,50000
2018,5,21,20:00,UTC,7,50000
2018,5,21,21:00,UTC,7,50000
2018,5,21,22:00,UTC,7,50000
2018,5,21,23:00,UTC,7,50000
2018,5,22,00:00,UTC,7,50000
2018,5,22,01:00,UTC,7,50000
2018,5,22,02:00,UTC,7,50000
2018,5,22,03:00,UTC,1,50000
2018,5,22,04:00,UTC,1,50000
2018,5,22,05:00,UTC,0,50000
2018,5,22,06:00,UTC,0,50000
2018,5,22,07:00,UTC,1,43740
2018,5,22,08:00,UTC,3,50000
2018,5,22,09:00,UTC,7,49820
2018,5,22,10:00,UTC,7,42040
2018,5,22,11:00,UTC,7,42910
2018,5,22,12:00,UTC,7,49780
2018,5,22,13:00,UTC,7,50000
2018,5,22,14:00,UTC,7,50000
2018,5,22,15:00,UTC,7,44690
2018,5,22,16:00,UTC,7,50000
2018,5,22,17:00,UTC,7,50000
2018,5,22,18:00,UTC,7,50000
2018,5,22,19:00,UTC,7,50000
2018,5,22,20:00,UTC,7,17850
2018,5,22,21:00,UTC,7,50000
2018,5,22,22:00,UTC,7,50000
2018,5,22,23:00,UTC,0,37080
2018,5,23,00:00,UTC,0,23370
2018,5,23,01:00,UTC,3,43320
2018,5,23,02:00,UTC,0,48770
2018,5,23,03:00,UTC,0,50000
2018,5,23,04:00,UTC,0,50000
2018,5,23,05:00,UTC,0,46970
2018,5,23,06:00,UTC,1,46870
2018,5,23,07:00,UTC,1,44110
2018,5,23,08:00,UTC,1,50000
2018,5,23,09:00,UTC,5,50000
2018,5,23,10:00,UTC,7,50000
2018,5,23,11:00,UTC,7,50000
2018,5,23,12:00,UTC,7,50000
2018,5,23,13:00,UTC,7,50000
2018,5,23,14:00,UTC,7,50000
2018,5,23,15:00,UTC,8,50000
2018,5,23,16:00,UTC,5,50000
2018,5,23,17:00,UTC,1,50000
2018,5,23,18:00,UTC,1,50000
2018,5,23,19:00,UTC,7,50000
2018,5,23,20:00,UTC,0,50000
2018,5,23,21:00,UTC,8,50000
2018,5,23,22:00,UTC,8,50000
2018,5,23,23:00,UTC,1,50000
2018,5,24,00:00,UTC,3,46650
2018,5,24,01:00,UTC,7,50000
2018,5,24,02:00,UTC,1,50000
2018,5,24,03:00,UTC,1,48510
2018,5,24,04:00,UTC,5,50000
2018,5,24,05:00,UTC,7,50000
2018,5,24,06:00,UTC,7,50000
2018,5,24,07:00,UTC,3,50000
2018,5,24,08:00,UTC,1,48160
2018,5,24,09:00,UTC,1,46320
2018,5,24,10:00,UTC,1,48470
2018,5,24,11:00,UTC,7,48270
2018,5,24,12:00,UTC,1,47150
2018,5,24,13:00,UTC,7,46730
2018,5,24,14:00,UTC,5,50000
2018,5,24,15:00,UTC,7,50000
2018,5,24,16:00,UTC,5,50000
2018,5,24,17:00,UTC,7,50000
2018,5,24,18:00,UTC,7,50000
2018,5,24,19:00,UTC,8,50000
2018,5,24,20:00,UTC,7,50000
2018,5,24,21:00,UTC,7,50000
2018,5,24,22:00,UTC,7,50000
2018,5,24,23:00,UTC,7,50000
2018,5,25,00:00,UTC,8,50000
2018,5,25,01:00,UTC,7,50000
2018,5,25,02:00,UTC,7,50000
2018,5,25,03:00,UTC,0,50000
2018,5,25,04:00,UTC,3,50000
2018,5,25,05:00,UTC,7,50000
2018,5,25,06:00,UTC,7,50000
2018,5,25,07:00,UTC,5,48460
2018,5,25,08:00,UTC,5,50000
2018,5,25,09:00,UTC,7,50000
2018,5,25,10:00,UTC,7,50000
2018,5,25,11:00,UTC,5,46900
2018,5,25,12:00,UTC,3,49940
2018,5,25,13:00,UTC,3,45230
2018,5,25,14:00,UTC,0,44460
2018,5,25,15:00,UTC,0,50000
2018,5,25,16:00,UTC,1,50000
2018,5,25,17:00,UTC,0,49570
2018,5,25,18:00,UTC,0,50000
2018,5,25,19:00,UTC,0,50000
2018,5,25,20:00,UTC,0,50000
2018,5,25,21:00,UTC,0,50000
2018,5,25,22:00,UTC,0,50000
2018,5,25,23:00,UTC,0,50000
2018,5,26,00:00,UTC,0,50000
2018,5,26,01:00,UTC,0,50000
2018,5,26,02:00,UTC,0,50000
2018,5,26,03:00,UTC,0,46430
2018,5,26,04:00,UTC,1,38830
2018,5,26,05:00,UTC,7,38260
2018,5,26,06:00,UTC,7,39740
2018,5,26,07:00,UTC,0,35200
2018,5,26,08:00,UTC,1,24680
2018,5,26,09:00,UTC,1,50000
2018,5,26,10:00,UTC,1,43570
2018,5,26,11:00,UTC,1,50000
2018,5,26,12:00,UTC,1,49190
2018,5,26,13:00,UTC,1,49310
2018,5,26,14:00,UTC,1,47990
2018,5,26,15:00,UTC,5,50000
2018,5,26,16:00,UTC,5,48920
2018,5,26,17:00,UTC,1,50000
2018,5,26,18:00,UTC,3,50000
2018,5,26,19:00,UTC,5,50000
2018,5,26,20:00,UTC,1,50000
2018,5,26,21:00,UTC,0,50000
2018,5,26,22:00,UTC,0,50000
2018,5,26,23:00,UTC,0,50000
2018,5,27,00:00,UTC,0,50000
2018,5,27,01:00,UTC,0,50000
2018,5,27,02:00,UTC,0,50000
2018,5,27,03:00,UTC,1,50000
2018,5,27,04:00,UTC,1,50000
2018,5,27,05:00,UTC,7,50000
2018,5,27,06:00,UTC,5,49580
2018,5,27,07:00,UTC,5,47650
2018,5,27,08:00,UTC,5,50000
2018,5,27,09:00,UTC,5,50000
2018,5,27,10:00,UTC,3,46370
2018,5,27,11:00,UTC,3,42830
2018,5,27,12:00,UTC,1,50000
2018,5,27,13:00,UTC,3,50000
2018,5,27,14:00,UTC,7,50000
2018,5,27,15:00,UTC,7,50000
2018,5,27,16:00,UTC,7,50000
2018,5,27,17:00,UTC,7,50000
2018,5,27,18:00,UTC,7,50000
2018,5,27,19:00,UTC,7,50000
2018,5,27,20:00,UTC,7,50000
2018,5,27,21:00,UTC,7,50000
2018,5,27,22:00,UTC,7,50000
2018,5,27,23:00,UTC,3,50000
2018,5,28,00:00,UTC,0,50000
2018,5,28,01:00,UTC,0,50000
2018,5,28,02:00,UTC,5,50000
2018,5,28,03:00,UTC,5,43210
2018,5,28,04:00,UTC,5,48140
2018,5,28,05:00,UTC,7,50000
2018,5,28,06:00,UTC,7,50000
2018,5,28,07:00,UTC,7,50000
2018,5,28,08:00,UTC,7,50000
2018,5,28,09:00,UTC,7,49960
2018,5,28,10:00,UTC,5,50000
2018,5,28,11:00,UTC,0,44200
2018,5,28,12:00,UTC,0,50000
2018,5,28,13:00,UTC,1,50000
2018,5,28,14:00,UTC,7,47130
2018,5,28,15:00,UTC,7,50000
2018,5,28,16:00,UTC,7,50000
2018,5,28,17:00,UTC,7,50000
2018,5,28,18:00,UTC,8,50000
2018,5,28,19:00,UTC,7,50000
2018,5,28,20:00,UTC,5,50000
2018,5,28,21:00,UTC,3,50000
2018,5,28,22:00,UTC,7,50000
2018,5,28,23:00,UTC,7,50000
2018,5,29,00:00,UTC,7,50000
2018,5,29,01:00,UTC,5,50000
2018,5,29,02:00,UTC,7,50000
2018,5,29,03:00,UTC,0,50000
2018,5,29,04:00,UTC,3,50000
2018,5,29,05:00,UTC,7,50000
2018,5,29,06:00,UTC,7,43570
2018,5,29,07:00,UTC,7,49860
2018,5,29,08:00,UTC,0,45680
2018,5,29,09:00,UTC,5,46020
2018,5,29,10:00,UTC,7,50000
2018,5,29,11:00,UTC,5,48900
2018,5,29,12:00,UTC,3,47320
2018,5,29,13:00,UTC,7,50000
2018,5,29,14:00,UTC,7,38360
2018,5,29,15:00,UTC,8,12160
2018,5,29,16:00,UTC,7,40250
2018,5,29,17:00,UTC,8,50000
2018,5,29,18:00,UTC,8,50000
2018,5,29,19:00,UTC,7,50000
2018,5,29,20:00,UTC,7,49550
2018,5,29,21:00,UTC,8,44640
2018,5,29,22:00,UTC,8,50000
2018,5,29,23:00,UTC,8,50000
2018,5,30,00:00,UTC,8,50000
2018,5,30,01:00,UTC,8,50000
2018,5,30,02:00,UTC,7,50000
2018,5,30,03:00,UTC,8,50000
2018,5,30,04:00,UTC,8,50000
2018,5,30,05:00,UTC,8,50000
2018,5,30,06:00,UTC,8,50000
2018,5,30,07:00,UTC,7,50000
2018,5,30,08:00,UTC,7,50000
2018,5,30,09:00,UTC,5,50000
2018,5,30,10:00,UTC,1,41280
2018,5,30,11:00,UTC,7,46660
2018,5,30,12:00,UTC,5,50000
2018,5,30,13:00,UTC,7,50000
2018,5,30,14:00,UTC,5,47770
2018,5,30,15:00,UTC,3,50000
2018,5,30,16:00,UTC,1,50000
2018,5,30,17:00,UTC,3,50000
2018,5,30,18:00,UTC,5,38030
2018,5,30,19:00,UTC,7,50000
2018,5,30,20:00,UTC,7,50000
2018,5,30,21:00,UTC,0,50000
2018,5,30,22:00,UTC,0,50000
2018,5,30,23:00,UTC,7,50000
2018,5,31,00:00,UTC,1,50000
2018,5,31,01:00,UTC,0,50000
2018,5,31,02:00,UTC,0,50000
2018,5,31,03:00,UTC,0,44870
2018,5,31,04:00,UTC,1,42720
2018,5,31,05:00,UTC,7,50000
2018,5,31,06:00,UTC,,
2018,5,31,07:00,UTC,8,50000
2018,5,31,08:00,UTC,7,50000
2018,5,31,09:00,UTC,7,47520
2018,5,31,10:00,UTC,7,50000
2018,5,31,11:00,UTC,1,48000
2018,5,31,12:00,UTC,1,44220
2018,5,31,13:00,UTC,7,48780
2018,5,31,14:00,UTC,1,46740
2018,5,31,15:00,UTC,7,50000
2018,5,31,16:00,UTC,1,50000
2018,5,31,17:00,UTC,7,50000
2018,5,31,18:00,UTC,7,50000
2018,5,31,19:00,UTC,7,50000
2018,5,31,20:00,UTC,7,50000
2018,5,31,21:00,UTC,7,50000
2018,5,31,22:00,UTC,7,50000
2018,5,31,23:00,UTC,7,50000
2018,6,1,00:00,UTC,8,50000
2018,6,1,01:00,UTC,7,50000
2018,6,1,02:00,UTC,7,50000
2018,6,1,03:00,UTC,7,50000
2018,6,1,04:00,UTC,5,50000
2018,6,1,05:00,UTC,7,50000
2018,6,1,06:00,UTC,5,49170
2018,6,1,07:00,UTC,3,50000
2018,6,1,08:00,UTC,1,47230
2018,6,1,09:00,UTC,5,44340
2018,6,1,10:00,UTC,5,50000
2018,6,1,11:00,UTC,1,45350
2018,6,1,12:00,UTC,1,50000
2018,6,1,13:00,UTC,0,50000
2018,6,1,14:00,UTC,0,46390
2018,6,1,15:00,UTC,0,50000
2018,6,1,16:00,UTC,1,50000
2018,6,1,17:00,UTC,0,50000
2018,6,1,18:00,UTC,0,50000
2018,6,1,19:00,UTC,0,50000
2018,6,1,20:00,UTC,0,50000
2018,6,1,21:00,UTC,0,50000
2018,6,1,22:00,UTC,3,50000
2018,6,1,23:00,UTC,1,50000
2018,6,2,00:00,UTC,1,50000
2018,6,2,01:00,UTC,1,50000
2018,6,2,02:00,UTC,1,50000
2018,6,2,03:00,UTC,1,50000
2018,6,2,04:00,UTC,1,50000
2018,6,2,05:00,UTC,0,46630
2018,6,2,06:00,UTC,0,45610
2018,6,2,07:00,UTC,5,49330
2018,6,2,08:00,UTC,3,47910
2018,6,2,09:00,UTC,7,48260
2018,6,2,10:00,UTC,3,50000
2018,6,2,11:00,UTC,7,50000
2018,6,2,12:00,UTC,5,50000
2018,6,2,13:00,UTC,7,50000
2018,6,2,14:00,UTC,7,50000
2018,6,2,15:00,UTC,7,50000
2018,6,2,16:00,UTC,7,50000
2018,6,2,17:00,UTC,7,50000
2018,6,2,18:00,UTC,7,50000
2018,6,2,19:00,UTC,7,50000
2018,6,2,20:00,UTC,7,50000
2018,6,2,21:00,UTC,7,50000
2018,6,2,22:00,UTC,7,50000
2018,6,2,23:00,UTC,7,50000
2018,6,3,00:00,UTC,5,50000
2018,6,3,01:00,UTC,8,50000
2018,6,3,02:00,UTC,7,50000
2018,6,3,03:00,UTC,7,50000
2018,6,3,04:00,UTC,7,50000
2018,6,3,05:00,UTC,8,50000
2018,6,3,06:00,UTC,5,50000
2018,6,3,07:00,UTC,7,49560
2018,6,3,08:00,UTC,8,50000
2018,6,3,09:00,UTC,7,50000
2018,6,3,10:00,UTC,7,49860
2018,6,3,11:00,UTC,5,50000
2018,6,3,12:00,UTC,7,50000
2018,6,3,13:00,UTC,7,17720
2018,6,3,14:00,UTC,8,13920
2018,6,3,15:00,UTC,7,34670
2018,6,3,16:00,UTC,8,22560
2018,6,3,17:00,UTC,8,14570
2018,6,3,18:00,UTC,7,9970
2018,6,3,19:00,UTC,7,23450
2018,6,3,20:00,UTC,8,17460
2018,6,3,21:00,UTC,7,14320
2018,6,3,22:00,UTC,7,50000
2018,6,3,23:00,UTC,7,50000
2018,6,4,00:00,UTC,5,50000
2018,6,4,01:00,UTC,8,21020
2018,6,4,02:00,UTC,8,14750
2018,6,4,03:00,UTC,8,32520
2018,6,4,04:00,UTC,8,24030
2018,6,4,05:00,UTC,8,29250
2018,6,4,06:00,UTC,8,34310
2018,6,4,07:00,UTC,8,12360
2018,6,4,08:00,UTC,8,7750
2018,6,4,09:00,UTC,7,27240
2018,6,4,10:00,UTC,7,43700
2018,6,4,11:00,UTC,7,16520
2018,6,4,12:00,UTC,7,39140
2018,6,4,13:00,UTC,7,50000
2018,6,4,14:00,UTC,7,50000
2018,6,4,15:00,UTC,7,47030
2018,6,4,16:00,UTC,3,47860
2018,6,4,17:00,UTC,7,35380
2018,6,4,18:00,UTC,7,28200
2018,6,4,19:00,UTC,8,9020
2018,6,4,20:00,UTC,5,43590
2018,6,4,21:00,UTC,7,50000
2018,6,4,22:00,UTC,5,50000
2018,6,4,23:00,UTC,7,50000
2018,6,5,00:00,UTC,7,50000
2018,6,5,01:00,UTC,7,50000
2018,6,5,02:00,UTC,5,50000
2018,6,5,03:00,UTC,8,42800
2018,6,5,04:00,UTC,7,50000
2018,6,5,05:00,UTC,7,50000
2018,6,5,06:00,UTC,7,50000
2018,6,5,07:00,UTC,7,17410
2018,6,5,08:00,UTC,5,36030
2018,6,5,09:00,UTC,7,50000
2018,6,5,10:00,UTC,5,50000
2018,6,5,11:00,UTC,5,50000
2018,6,5,12:00,UTC,5,50000
2018,6,5,13:00,UTC,5,46020
2018,6,5,14:00,UTC,7,50000
2018,6,5,15:00,UTC,5,36450
2018,6,5,16:00,UTC,7,50000
2018,6,5,17:00,UTC,8,50000
2018,6,5,18:00,UTC,8,50000
2018,6,5,19:00,UTC,8,50000
2018,6,5,20:00,UTC,8,50000
2018,6,5,21:00,UTC,8,50000
2018,6,5,22:00,UTC,7,50000
2018,6,5,23:00,UTC,7,50000
2018,6,6,00:00,UTC,7,50000
2018,6,6,01:00,UTC,8,50000
2018,6,6,02:00,UTC,8,50000
2018,6,6,03:00,UTC,8,50000
2018,6,6,04:00,UTC,8,50000
2018,6,6,05:00,UTC,8,50000
2018,6,6,06:00,UTC,8,48670
2018,6,6,07:00,UTC,8,50000
2018,6,6,08:00,UTC,7,47320
2018,6,6,09:00,UTC,7,50000
2018,6,6,10:00,UTC,7,50000
2018,6,6,11:00,UTC,7,50000
2018,6,6,12:00,UTC,7,50000
2018,6,6,13:00,UTC,7,50000
2018,6,6,14:00,UTC,7,50000
2018,6,6,15:00,UTC,7,50000
2018,6,6,16:00,UTC,8,50000
2018,6,6,17:00,UTC,5,50000
2018,6,6,18:00,UTC,7,50000
2018,6,6,19:00,UTC,7,50000
2018,6,6,20:00,UTC,7,50000
2018,6,6,21:00,UTC,7,50000
2018,6,6,22:00,UTC,1,50000
2018,6,6,23:00,UTC,7,50000
2018,6,7,00:00,UTC,7,50000
2018,6,7,01:00,UTC,7,50000
2018,6,7,02:00,UTC,7,50000
2018,6,7,03:00,UTC,5,50000
2018,6,7,04:00,UTC,5,50000
2018,6,7,05:00,UTC,5,50000
2018,6,7,06:00,UTC,7,50000
2018,6,7,07:00,UTC,7,50000
2018,6,7,08:00,UTC,7,50000
2018,6,7,09:00,UTC,7,50000
2018,6,7,10:00,UTC,7,50000
2018,6,7,11:00,UTC,7,50000
2018,6,7,12:00,UTC,7,50000
2018,6,7,13:00,UTC,7,46210
2018,6,7,14:00,UTC,5,47150
2018,6,7,15:00,UTC,7,50000
2018,6,7,16:00,UTC,5,50000
2018,6,7,17:00,UTC,5,50000
2018,6,7,18:00,UTC,5,50000
2018,6,7,19:00,UTC,7,50000
2018,6,7,20:00,UTC,7,50000
2018,6,7,21:00,UTC,7,50000
2018,6,7,22:00,UTC,8,50000
2018,6,7,23:00,UTC,7,50000
2018,6,8,00:00,UTC,3,50000
2018,6,8,01:00,UTC,7,50000
2018,6,8,02:00,UTC,8,50000
2018,6,8,03:00,UTC,8,50000
2018,6,8,04:00,UTC,8,50000
2018,6,8,05:00,UTC,8,50000
2018,6,8,06:00,UTC,7,47160
2018,6,8,07:00,UTC,7,50000
2018,6,8,08:00,UTC,7,50000
2018,6,8,09:00,UTC,7,50000
2018,6,8,10:00,UTC,7,50000
2018,6,8,11:00,UTC,7,48750
2018,6,8,12:00,UTC,8,50000
2018,6,8,13:00,UTC,8,50000
2018,6,8,14:00,UTC,7,50000
2018,6,8,15:00,UTC,8,50000
2018,6,8,16:00,UTC,7,50000
2018,6,8,17:00,UTC,8,50000
2018,6,8,18:00,UTC,7,50000
2018,6,8,19:00,UTC,8,50000
2018,6,8,20:00,UTC,8,50000
2018,6,8,21:00,UTC,8,50000
2018,6,8,22:00,UTC,8,50000
2018,6,8,23:00,UTC,8,50000
2018,6,9,00:00,UTC,8,50000
2018,6,9,01:00,UTC,7,50000
2018,6,9,02:00,UTC,7,50000
2018,6,9,03:00,UTC,7,50000
2018,6,9,04:00,UTC,7,50000
2018,6,9,05:00,UTC,7,50000
2018,6,9,06:00,UTC,7,50000
2018,6,9,07:00,UTC,5,50000
2018,6,9,08:00,UTC,5,44640
2018,6,9,09:00,UTC,7,46670
2018,6,9,10:00,UTC,7,50000
2018,6,9,11:00,UTC,7,50000
2018,6,9,12:00,UTC,7,50000
2018,6,9,13:00,UTC,7,50000
2018,6,9,14:00,UTC,7,49850
2018,6,9,15:00,UTC,8,50000
2018,6,9,16:00,UTC,8,50000
2018,6,9,17:00,UTC,7,50000
2018,6,9,18:00,UTC,7,50000
2018,6,9,19:00,UTC,7,50000
2018,6,9,20:00,UTC,8,50000
2018,6,9,21:00,UTC,8,50000
2018,6,9,22:00,UTC,7,50000
2018,6,9,23:00,UTC,7,50000
2018,6,10,00:00,UTC,7,50000
2018,6,10,01:00,UTC,7,50000
2018,6,10,02:00,UTC,7,50000
2018,6,10,03:00,UTC,7,50000
2018,6,10,04:00,UTC,7,50000
2018,6,10,05:00,UTC,7,50000
2018,6,10,06:00,UTC,7,50000
2018,6,10,07:00,UTC,7,50000
2018,6,10,08:00,UTC,8,40820
2018,6,10,09:00,UTC,8,50000
2018,6,10,10:00,UTC,8,50000
2018,6,10,11:00,UTC,7,50000
2018,6,10,12:00,UTC,7,50000
2018,6,10,13:00,UTC,8,50000
2018,6,10,14:00,UTC,7,34820
2018,6,10,15:00,UTC,5,50000
2018,6,10,16:00,UTC,7,50000
2018,6,10,17:00,UTC,8,27440
2018,6,10,18:00,UTC,5,50000
2018,6,10,19:00,UTC,7,50000
2018,6,10,20:00,UTC,7,48070
2018,6,10,21:00,UTC,8,50000
2018,6,10,22:00,UTC,7,50000
2018,6,10,23:00,UTC,8,27540
2018,6,11,00:00,UTC,7,17360
2018,6,11,01:00,UTC,8,14750
2018,6,11,02:00,UTC,8,16180
2018,6,11,03:00,UTC,8,5040
2018,6,11,04:00,UTC,7,29350
2018,6,11,05:00,UTC,8,41600
2018,6,11,06:00,UTC,7,10400
2018,6,11,07:00,UTC,7,50000
2018,6,11,08:00,UTC,7,49680
2018,6,11,09:00,UTC,7,4150
2018,6,11,10:00,UTC,7,44680
